,Hotel_Name,Reviewer_Nationality,Review_Date,Reviewer_Score
80425,Best Western The Boltons Hotel London Kensington, Australia ,2/1/2016,7.9
322873,The Guesthouse Vienna, United States of America ,8/21/2016,10.0
37066,Park International Hotel, Turkey ,9/7/2015,8.3
236865,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,7/5/2016,9.6
32172,Shepherd s Bush Boutique Hotel, United Kingdom ,4/13/2017,6.3
428728,Austria Trend Hotel Savoyen Vienna, United Kingdom ,6/4/2016,8.3
373764,Expo Hotel Barcelona, United Kingdom ,3/21/2017,5.8
312485,Best Western Premier Hotel Couture, Turkey ,5/26/2016,8.3
370739,25hours Hotel beim MuseumsQuartier, Spain ,12/5/2016,10.0
409439,Hotel Michelangelo, Russia ,5/2/2017,7.1
490072,Hotel Da Vinci, Indonesia ,4/2/2016,8.3
75889,Park Plaza London Riverbank, United Kingdom ,9/19/2016,6.7
25804,Ace Hotel London Shoreditch, United Kingdom ,12/22/2015,9.2
351775,Fleming s Selection Hotel Wien City, Russia ,7/31/2017,8.8
307601,Park Plaza Victoria Amsterdam, Sri Lanka ,7/30/2017,10.0
325528,Millennium Copthorne Hotels at Chelsea Football Club, United Kingdom ,11/11/2016,9.2
15177,Intercontinental London The O2, United Kingdom ,1/30/2017,9.6
138851,Henley House Hotel, New Zealand ,10/28/2015,8.8
121722,Best Western Nouvel Orl ans Montparnasse, United Kingdom ,6/3/2017,5.0
496654,Hotel degli Arcimboldi, Hungary ,5/13/2017,9.2
79345,Courthouse Hotel London, United Kingdom ,4/12/2016,3.8
178112,Grand H tel Du Palais Royal, Belgium ,5/31/2016,10.0
141872,Blakemore Hyde Park, United Kingdom ,6/3/2017,9.2
396852,H10 Port Vell 4 Sup, United Kingdom ,4/10/2017,10.0
67426,Britannia International Hotel Canary Wharf, United Kingdom ,7/21/2016,4.6
333652,The Cumberland A Guoman Hotel, Saudi Arabia ,7/8/2017,5.0
39786,Arbor City, Spain ,9/27/2016,10.0
34354,Le Marcel, Israel ,1/23/2017,6.3
509167,Corinthia Hotel London, United Kingdom ,10/27/2016,10.0
408897,Best Western Plus Hotel Galles, Germany ,8/16/2015,8.8
349706,Mercure Hotel Amsterdam City South, Australia ,4/22/2017,5.8
205277,Commodore Hotel, United Kingdom ,7/30/2017,7.9
230988,Radisson Blu Edwardian Vanderbilt, United Kingdom ,10/20/2015,9.6
309033,Swiss tel Amsterdam, South Africa ,5/29/2017,7.9
439777,Capri by Fraser Barcelona, United Kingdom ,4/24/2016,8.8
95306,The Royal Horseguards, United States of America ,8/20/2015,9.6
104650,Mercure Paris Terminus Nord, United Kingdom ,8/1/2016,9.2
69089,Hilton London Euston, Australia ,8/23/2016,7.5
369710,Hampshire Hotel Amsterdam American, Kuwait ,4/1/2017,7.9
336088,Austria Trend Hotel Bosei Wien, Australia ,9/8/2015,9.6
347004,Amadi Panorama Hotel, Czech Republic ,3/17/2017,9.6
318565,Holiday Inn London Wembley, United Kingdom ,9/3/2015,9.6
57670,M by Montcalm Shoreditch London Tech City, United Kingdom ,6/20/2017,9.6
436149,Crowne Plaza London Docklands, United Kingdom ,2/14/2017,5.0
410937,M venpick Hotel Amsterdam City Centre, United Kingdom ,1/10/2017,10.0
473967,UNA Hotel Century, Switzerland ,12/18/2015,8.3
347153,Amadi Panorama Hotel, Qatar ,10/18/2015,10.0
497245,Best Western Hotel St George, Greece ,7/23/2017,10.0
10109,Grand Royale London Hyde Park, United Kingdom ,12/21/2016,10.0
97174,citizenM London Bankside, Malta ,10/3/2016,10.0
173263,Millennium Gloucester Hotel London, Bahrain ,11/1/2016,7.1
161752,Arbor Hyde Park, Canada ,11/19/2015,9.2
512707,Holiday Inn London Kensington, United States of America ,6/28/2017,7.5
205173,Commodore Hotel, United Kingdom ,11/5/2015,5.0
183038,St James Court A Taj Hotel London, Jersey ,7/24/2017,5.4
345902,Hilton London Kensington Hotel, United Kingdom ,9/29/2015,8.3
200187,Novotel London Wembley, Singapore ,3/30/2016,10.0
336367,Pertschy Palais Hotel, United Kingdom ,5/25/2017,5.8
478278,Sina De La Ville, United Arab Emirates ,8/23/2015,6.7
289899,Crowne Plaza London Battersea, United Kingdom ,2/19/2017,8.3
405210,Glam Milano, Switzerland ,4/5/2016,8.8
353573,Austria Trend Hotel Astoria Wien, United Kingdom ,2/5/2017,9.6
171482,every hotel Piccadilly, Israel ,11/15/2016,9.6
205485,Commodore Hotel, United Kingdom ,6/9/2016,4.2
269229,Catalonia Port, United Kingdom ,12/28/2016,7.1
263841,Holiday Inn London Kensington Forum, United Kingdom ,11/17/2015,10.0
513520,Holiday Inn London Kensington, United Kingdom ,4/10/2016,8.3
135948,Hyatt Regency Paris Etoile, Switzerland ,8/23/2016,10.0
52914,Hilton London Paddington, United States of America ,7/5/2016,6.3
281818,Hotel Barcelona Universal, United Kingdom ,7/16/2017,6.7
445965,Austria Trend Hotel Park Royal Palace Vienna, United Kingdom ,10/1/2015,9.2
145324,The Queens Gate Hotel, United Kingdom ,3/20/2016,10.0
510764,The Student Hotel Amsterdam City, United Kingdom ,9/1/2015,6.7
260148,Hotel Le Sainte Beuve, United Kingdom ,4/11/2017,10.0
82878,The Gore Hotel Starhotels Collezione, Russia ,4/11/2017,10.0
432349,Negresco Princess 4 Sup, United Kingdom ,5/3/2016,9.2
332239,Hotel Palace GL, United States of America ,10/21/2015,10.0
219924,citizenM London Shoreditch, Ireland ,12/5/2016,10.0
275795,H10 Marina Barcelona, Bulgaria ,12/2/2016,9.2
433125,Vincci Gala, United Kingdom ,1/18/2017,10.0
35612,H tel de la Bourdonnais, India ,6/11/2017,10.0
169832,The Cleveland, United Arab Emirates ,2/16/2017,9.6
312469,Best Western Premier Hotel Couture, Singapore ,6/9/2016,8.3
52590,Hilton London Paddington, Canada ,7/11/2017,7.5
208818,The Montcalm At Brewery London City, Ireland ,12/19/2016,9.6
30432,The Kensington Hotel, United Kingdom ,11/24/2015,9.2
450380,Hotel Esther a, United States of America ,2/20/2017,10.0
20803,The Nadler Victoria, United Kingdom ,8/2/2017,10.0
417096,London Marriott Maida Vale, United Kingdom ,12/12/2015,8.3
278254,Pullman Barcelona Skipper, United Kingdom ,6/8/2016,6.3
59464,M by Montcalm Shoreditch London Tech City, Poland ,2/3/2016,9.2
361099,Eurostars Ramblas, Lebanon ,3/6/2016,8.3
118684,Park Plaza Victoria London, United Kingdom ,4/7/2016,5.0
411551,Duquesa Suites Barcelona, Saudi Arabia ,7/25/2017,9.6
295734,Senator Barcelona Spa Hotel, United Kingdom ,8/22/2016,10.0
131758,Bloomsbury Palace Hotel, United Kingdom ,8/4/2016,7.9
493754,Starhotels Echo, Ukraine ,2/23/2016,10.0
227960,Mercure Tour Eiffel Grenelle, United Kingdom ,11/24/2016,9.6
337066,Flemings Mayfair, United Kingdom ,9/27/2016,6.7
194705,The Whitechapel, United Kingdom ,10/16/2016,8.3
425391,Le M ridien Barcelona, Kuwait ,12/15/2015,5.4
458850,The Tower A Guoman Hotel, United Kingdom ,8/28/2016,10.0
135376,Novotel London Paddington, United Kingdom ,2/27/2016,10.0
353057,Grand Hotel Wien, United Kingdom ,12/11/2016,10.0
453150,Best Western Plus Hotel Blue Square, Israel ,7/28/2016,9.2
153059,The Westbridge Hotel, United Kingdom ,6/18/2017,7.5
91927,Park Lane Mews Hotel, United Kingdom ,12/22/2015,7.1
96508,citizenM London Bankside, United Kingdom ,8/9/2016,10.0
414830,Olivia Plaza Hotel, United Kingdom ,1/23/2017,10.0
432853,Roger de Ll ria, Oman ,8/27/2016,9.2
198944,Radisson Blu Edwardian New Providence Wharf, United Kingdom ,1/31/2016,10.0
81972,Pullman Paris Montparnasse, United Kingdom ,8/11/2016,9.6
297777,Ayre Hotel Caspe, Ireland ,6/3/2016,9.2
500709,Park Inn by Radisson Uno City Vienna, Finland ,9/15/2015,6.3
352808,Hotel Imperial A Luxury Collection Hotel, United Arab Emirates ,10/2/2015,10.0
179433,Andaz London Liverpool Street, United Kingdom ,11/23/2015,8.8
259981,Relais H tel du Vieux Paris, Czech Republic ,5/18/2017,10.0
296296,Thistle Euston, Cyprus ,9/1/2015,7.5
260348,Thistle Hyde Park, United States of America ,3/24/2017,7.5
17763,Belfast, Germany ,6/12/2017,5.8
163788,Eccleston Square Hotel, United Kingdom ,7/31/2016,7.5
140333,DoubleTree by Hilton London Westminster, Jersey ,1/23/2017,8.3
139353,Holiday Inn London Camden Lock, United Kingdom ,12/5/2016,9.6
426692,Catalonia Born, Australia ,7/16/2016,10.0
32246,Shepherd s Bush Boutique Hotel, United Kingdom ,6/28/2016,4.6
416561,Barcel Sants, France ,1/31/2017,7.9
382953,Mercure Amsterdam Sloterdijk Station, Ireland ,2/15/2017,6.7
42600,London Marriott Hotel Regents Park, Austria ,11/24/2015,10.0
173200,Millennium Gloucester Hotel London, Israel ,12/6/2016,6.3
279125,Catalonia Atenas, United Kingdom ,1/28/2017,8.8
375823,The Mandeville Hotel, Sweden ,12/13/2015,10.0
2569,The Park Grand London Paddington, Ireland ,3/15/2016,8.8
329937,H10 Casanova, United Kingdom ,7/12/2017,10.0
81502,H tel Les Dames du Panth on, United Kingdom ,2/8/2016,10.0
339061,WestCord Fashion Hotel Amsterdam, Israel ,5/8/2017,9.2
12097,Crowne Plaza London Kings Cross, Saudi Arabia ,9/20/2016,5.0
244980,Shaftesbury Metropolis London Hyde Park, United Kingdom ,3/14/2016,10.0
159939,H tel Champs lys es Plaza, Australia ,10/8/2015,10.0
264304,Radisson Blu Edwardian Kenilworth, United States of America ,1/27/2016,8.3
111661,Landmark London, United Kingdom ,10/21/2015,9.6
308969,Swiss tel Amsterdam, United Kingdom ,10/17/2015,4.2
478692,Exe Laietana Palace, United Kingdom ,7/19/2016,9.2
485221,Hotel Vittoria, Switzerland ,1/9/2017,10.0
376470,Upper Diagonal, Slovakia ,4/5/2016,9.6
84174,Mercure London Kensington Hotel, Netherlands ,10/4/2016,7.9
189887,Hotel Le Saint Gregoire, Australia ,5/20/2017,8.8
430822,Le Meridien Vienna, United Arab Emirates ,7/17/2016,10.0
49234,Hotel Op ra Richepanse, Hong Kong ,4/27/2016,9.2
137818,Best Western Plus de Neuville Arc de Triomphe, United Kingdom ,7/30/2017,8.3
136582,Mercure Paris Montmartre Sacr Coeur, United Kingdom ,10/27/2015,9.2
274323,Urban Lodge Hotel, United Kingdom ,4/5/2016,9.2
108657,London Marriott Hotel West India Quay, United Kingdom ,6/3/2016,9.6
203552,Le Cinq Codet, United Kingdom ,2/9/2016,10.0
216288,Dorsett Shepherds Bush, United Kingdom ,4/5/2016,8.8
6313,Park Plaza County Hall London, United Kingdom ,6/21/2017,10.0
476801,Four Seasons Hotel Milano, United Kingdom ,8/6/2016,9.2
422722,citizenM Amsterdam, United States of America ,8/26/2015,7.9
225471,Best Western Plus 61 Paris Nation Hotel, Egypt ,7/24/2016,7.5
359158,Der Wilhelmshof, United Kingdom ,10/19/2015,7.9
128778,Park Grand Paddington Court, Brazil ,6/27/2016,5.8
444162,Copthorne Tara Hotel London Kensington, United Kingdom ,12/8/2015,10.0
6021,Park Plaza County Hall London, Austria ,4/13/2016,7.1
292760,TWO Hotel Barcelona by Axel 4 Sup Adults Only, Netherlands ,10/17/2016,10.0
150970,Park Grand London Kensington, Lithuania ,11/24/2015,9.6
90234,Villa Opera Drouot, United States of America ,3/17/2017,9.6
146819,The Marble Arch London, Netherlands ,9/5/2015,4.6
438903,Radisson Blu Hotel Amsterdam, Netherlands ,10/11/2015,8.3
361019,Eurostars Ramblas, Ireland ,9/23/2016,10.0
78679,The Rockwell, Belgium ,3/28/2017,8.8
371795,Hotel Kavalier, Russia ,1/14/2017,7.5
290840,Amba Hotel Marble Arch, United Kingdom ,12/30/2016,7.9
204313,Sanderson A Morgans Hotel, Australia ,7/28/2016,7.9
454076,Hilton London Canary Wharf, United Kingdom ,11/7/2016,10.0
177490,Holiday Inn Paris Notre Dame, United States of America ,8/21/2016,10.0
240405,Hotel Monceau Wagram, United Kingdom ,3/14/2017,8.8
509853,The Student Hotel Amsterdam City, Belgium ,4/19/2016,9.6
434375,Bcn Urban Hotels Gran Rosellon, Canada ,10/6/2015,7.9
8386,Grand Royale London Hyde Park, Israel ,6/16/2017,6.7
261895,DoubleTree by Hilton London West End, United Kingdom ,1/13/2016,10.0
239140,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,9/22/2015,7.1
155938,Norfolk Towers Paddington, United Kingdom ,12/13/2016,10.0
268537,Park Hyatt Vienna, Norway ,11/24/2015,7.5
387739,Inntel Hotels Amsterdam Centre, Russia ,5/22/2016,9.6
103865,Mercure Paris Pigalle Sacre Coeur, Australia ,6/19/2017,9.6
215750,Holiday Inn London Oxford Circus, United Kingdom ,2/20/2016,5.0
128855,Park Grand Paddington Court, United Kingdom ,5/4/2016,10.0
509044,Corinthia Hotel London, Ireland ,1/7/2017,9.6
472108,Camperio House Suites Apartments, Greece ,4/23/2016,9.6
409825,Hotel Michelangelo, India ,7/25/2016,9.6
484231,Hotel Berna, China ,11/10/2016,10.0
507775,Park Plaza Westminster Bridge London, United Kingdom ,1/17/2016,3.8
250183,Chambiges Elys es, United Kingdom ,6/12/2017,10.0
37154,Park International Hotel, Saudi Arabia ,2/7/2017,9.2
96999,citizenM London Bankside, United Kingdom ,3/14/2017,10.0
393227,Mercure Hotel Amsterdam West, United Kingdom ,5/22/2017,10.0
149191,Park Grand London Kensington, United Kingdom ,5/18/2017,10.0
52208,Hilton London Paddington, Hong Kong ,2/13/2017,7.5
88796,H tel Regina, Kuwait ,3/6/2017,9.2
235771,Club Quarters Hotel Gracechurch, United Kingdom ,12/21/2015,8.8
379466,JUFA Hotel Wien, Romania ,4/10/2017,7.9
38484,Best Western Mornington Hotel Hyde Park, United States of America ,8/3/2017,8.8
160735,Pestana Chelsea Bridge Hotel Spa, United Kingdom ,3/26/2017,6.7
375650,The Mandeville Hotel, United Kingdom ,8/19/2016,8.3
146795,The Marble Arch London, Estonia ,12/1/2015,5.4
276963,Novotel Barcelona City, United States of America ,6/26/2017,10.0
278921,Catalonia Atenas, United Kingdom ,8/8/2015,7.5
432813,Petit Palace Barcelona, Italy ,3/3/2016,7.5
447404,Hotel de France Wien, Italy ,12/21/2015,9.2
488778,Hotel Da Vinci, Russia ,11/29/2016,7.1
261524,DoubleTree by Hilton London West End, United Kingdom ,4/30/2017,7.1
345466,Hilton London Kensington Hotel, United Kingdom ,9/1/2016,8.8
350369,Mercure Hotel Amsterdam City South, United States of America ,4/21/2016,7.9
13498,Novotel London West, United Kingdom ,4/22/2017,3.8
134417,TRYP Paris Op ra, United States of America ,11/21/2016,7.5
16977,Intercontinental London The O2, United Kingdom ,6/28/2016,7.9
461786,Park Hotel, France ,1/6/2016,8.8
157638,Timhotel Op ra Blanche Fontaine, Australia ,10/25/2015,9.6
466685,Hotel Das Tigra, Netherlands ,12/20/2016,10.0
166289,Strand Palace Hotel, Taiwan ,3/20/2017,8.8
334066,The Cumberland A Guoman Hotel, Qatar ,9/20/2016,4.6
432612,Negresco Princess 4 Sup, Ireland ,4/4/2016,8.3
449388,Hotel Capricorno, United Arab Emirates ,9/30/2015,9.6
405769,Glam Milano, Malaysia ,7/8/2016,7.9
131589,Bloomsbury Palace Hotel, United Kingdom ,2/17/2017,4.2
59960,Clayton Crown Hotel London, United Kingdom ,3/19/2017,3.8
12229,Crowne Plaza London Kings Cross, United Kingdom ,4/4/2016,7.5
275709,H10 Marina Barcelona, Poland ,3/5/2016,6.7
56108,The Leonard Hotel, Qatar ,8/14/2016,9.2
221238,Balmoral Champs Elys es, Belgium ,4/2/2016,8.8
410908,M venpick Hotel Amsterdam City Centre, Bulgaria ,3/20/2017,9.2
67684,Britannia International Hotel Canary Wharf, United Kingdom ,5/15/2016,6.7
281139,Hotel SB Icaria Barcelona, United Kingdom ,10/8/2016,4.2
210517,BEST WESTERN Maitrise Hotel Maida Vale, United Kingdom ,6/25/2016,8.8
412600,Hotel SB Diagonal Zero Barcelona 4 Sup, Oman ,12/11/2015,10.0
68118,Britannia International Hotel Canary Wharf, United Kingdom ,1/8/2016,7.5
136899,Les Matins de Paris Spa, United States of America ,6/12/2016,10.0
426814,Catalonia Born, Turkey ,5/2/2017,5.0
36092,Marlin Waterloo, Australia ,8/2/2017,10.0
168125,Strand Palace Hotel, United Kingdom ,12/11/2015,10.0
440006,Hotel Espa a Ramblas, United States of America ,7/2/2016,9.2
291771,Hotel Sans Souci Wien, South Korea ,9/2/2015,10.0
382164,Eurostars Grand Marina Hotel GL, United Arab Emirates ,5/11/2016,8.3
511747,Hotel Erzherzog Rainer, Iran ,7/2/2016,5.0
193457,Novotel London Blackfriars, United Kingdom ,2/13/2016,10.0
346708,The Lanesborough, United States of America ,11/1/2016,9.6
494614,Bianca Maria Palace Hotel, Canada ,5/20/2016,7.9
351577,Fleming s Selection Hotel Wien City, Spain ,8/30/2016,10.0
422676,citizenM Amsterdam, United Kingdom ,10/17/2015,10.0
12888,Pullman Paris Centre Bercy, United States of America ,10/24/2015,10.0
455553,Hilton London Canary Wharf, United Kingdom ,11/1/2015,10.0
278591,Catalonia Atenas, United Kingdom ,2/9/2017,8.3
46933,Radisson Blu Edwardian Grafton, Finland ,10/22/2015,7.5
447242,Hotel de France Wien, Australia ,7/16/2016,10.0
499217,Acevi Villarroel, Switzerland ,7/7/2017,3.8
204796,Commodore Hotel, Netherlands ,7/3/2017,6.7
131789,Bloomsbury Palace Hotel, Australia ,7/5/2016,7.1
486104,Best Western Madison Hotel, Romania ,7/25/2017,9.6
514619,Holiday Inn London Kensington, United Kingdom ,8/31/2016,7.1
427192,NH Amsterdam Caransa, Oman ,7/10/2016,6.7
187495,The RE London Shoreditch, United Kingdom ,10/23/2016,9.6
283172,Olivia Balmes Hotel, Germany ,5/5/2016,10.0
395711,Hotel Beethoven Wien, Czech Republic ,11/19/2015,10.0
202355,Holiday Inn Paris Gare de l Est, Qatar ,6/30/2017,7.9
127217,Park Grand Paddington Court, United Arab Emirates ,3/29/2017,5.8
177674,Maison Albar Hotel Paris Op ra Diamond, Cyprus ,4/19/2017,8.8
244977,Shaftesbury Metropolis London Hyde Park, Greece ,3/15/2016,9.2
305186,Enterprise Hotel Design Boutique, Greece ,5/23/2017,9.2
89588,Villa Montparnasse, Poland ,9/23/2015,4.6
142343,Blakemore Hyde Park, United States of America ,8/5/2016,9.2
249607,Novotel Paris Les Halles, Netherlands ,1/9/2017,2.5
8932,Grand Royale London Hyde Park, United Kingdom ,8/30/2016,9.2
182866,La Suite West Hyde Park, United Kingdom ,7/10/2017,7.5
440060,Hotel Espa a Ramblas, United Kingdom ,3/14/2016,8.8
399575,Hotel Casa Fuster G L Monumento, United Kingdom ,6/16/2016,9.2
142188,Blakemore Hyde Park, United Kingdom ,12/5/2016,8.8
125750,DoubleTree by Hilton London Docklands Riverside, China ,7/14/2017,8.3
228884,The Piccadilly London West End, United Kingdom ,7/17/2016,7.9
423025,Golden Tulip Amsterdam Riverside, United Kingdom ,7/4/2017,4.2
171517,every hotel Piccadilly, United Kingdom ,9/6/2016,8.8
508398,Hotel du Vin Cannizaro House Wimbledon, United Kingdom ,10/3/2016,7.5
38833,Best Western Mornington Hotel Hyde Park, United States of America ,9/17/2015,7.5
171173,Rubens At The Palace, United Kingdom ,9/20/2015,9.2
118534,Park Plaza Victoria London, United States of America ,8/3/2016,10.0
32880,My Bloomsbury, United Kingdom ,1/29/2016,5.0
425378,Le M ridien Barcelona, United Kingdom ,11/2/2016,9.2
131089,Bloomsbury Palace Hotel, United Kingdom ,9/27/2016,7.5
64717,Britannia International Hotel Canary Wharf, United Kingdom ,11/13/2016,8.3
366328,Mercure Grand Hotel Biedermeier Wien, United Kingdom ,6/16/2017,8.3
309637,Holiday Inn Amsterdam, United States of America ,6/2/2016,10.0
287730,Thistle Holborn The Kingsley, United Kingdom ,3/14/2016,9.2
52458,Hilton London Paddington, Saudi Arabia ,1/2/2016,8.8
227362,Best Western Palm Hotel, United Kingdom ,7/1/2017,9.6
309148,Swiss tel Amsterdam, Saudi Arabia ,12/21/2016,7.5
1655,Apex Temple Court Hotel, United Kingdom ,7/3/2016,9.6
156462,Norfolk Towers Paddington, Ireland ,6/25/2017,8.8
136029,Hyatt Regency Paris Etoile, Kuwait ,5/5/2016,6.7
307253,Park Plaza Victoria Amsterdam, United Kingdom ,8/16/2016,9.6
136165,Hyatt Regency Paris Etoile, Ireland ,10/6/2015,7.1
92244,Park Lane Mews Hotel, United Kingdom ,10/25/2016,10.0
484446,Hotel Berna, United Kingdom ,4/26/2016,9.6
374667,Alexandra Barcelona A DoubleTree by Hilton, United Kingdom ,2/26/2017,5.4
512294,Suite Hotel 900 m zur Oper, Cyprus ,6/25/2016,9.6
32403,Shepherd s Bush Boutique Hotel, United Kingdom ,7/4/2017,4.2
296065,Thistle Euston, United Kingdom ,9/20/2016,10.0
116496,Goodenough Club, United Kingdom ,6/9/2017,8.3
492570,Park Hyatt Milano, United Arab Emirates ,1/26/2017,8.8
189754,St George s Hotel Wembley, United Kingdom ,12/1/2015,10.0
254895,Hotel 82 London, Spain ,6/30/2016,7.5
272636,Catalonia Catedral, ,10/4/2016,9.2
259127,Hotel Moonlight, United Arab Emirates ,9/17/2016,9.2
286701,Hotel Pulitzer, United Kingdom ,4/30/2017,10.0
